"","ID","i011","i015","i017","i018","i019","i020","i021","i022","i023","i024","i025","i026"
"1706","168231127002",0,0,1,0,0,1,2,6,0,0,6,6
"1707","168231118001",1,0,1,0,0,0,0,4,1,0,4,3
"1708","168231135001",1,1,1,0,0,0,0,5,0,1,2,3
"1709","168231134001",2,0,1,2,0,0,0,5,1,0,6,6
"1710","168231105002",2,1,1,0,0,0,0,6,0,0,3,3
"1711","168231122001",2,0,1,0,0,0,0,4,0,0,4,3
"1712","168231103001",1,1,1,0,0,0,0,6,1,0,4,2
"1713","168231121001",1,1,1,0,0,0,0,6,1,0,3,3
"1714","168231119001",1,0,1,0,0,0,0,5,0,0,2,3
"1715","168231112001",1,1,1,0,0,0,0,6,0,0,4,3
"1716","168231129001",1,0,0,0,0,0,0,5,1,0,3,3
"1717","168231113002",1,0,1,0,0,0,0,6,0,0,5,3
"1718","168231128003",1,1,1,2,1,0,0,6,1,0,4,3
"1719","168231326002",5,1,1,0,1,1,2,4,1,1,1,3
"1720","168231315002",4,1,1,2,0,1,2,4,0,0,2,3
"1721","168231321001",5,1,1,0,0,1,2,4,1,0,4,3
"1722","168231319001",3,1,1,2,0,0,0,5,1,0,2,3
"1723","168231314002",3,1,1,2,0,0,0,5,0,0,2,2
"1724","168231312002",3,1,1,2,0,0,0,5,1,0,2,3
"1725","168231313001",4,1,1,0,0,1,2,4,1,0,2,3
"1726","168231316001",0,1,1,2,1,1,2,2,1,1,4,3
"1727","168231306002",5,1,1,2,0,1,2,5,1,1,1,3
"1728","168231325001",5,1,1,0,1,1,2,2,0,1,2,3
"1729","168231307002",5,1,1,2,1,1,2,2,1,1,3,3
"1730","168231328001",5,1,1,2,0,1,7,4,0,0,2,3
"1731","168231305001",5,1,1,2,0,1,7,4,0,0,3,3
"1732","168231327001",5,1,1,2,0,1,7,4,0,0,3,3
"1733","168231302002",2,1,1,0,0,1,7,2,1,0,2,3
"1734","168231310001",5,1,1,0,0,1,2,4,0,0,2,3
"1735","168231308001",5,1,1,2,1,1,2,4,1,1,3,2
"1736","166006233001",0,0,1,0,0,0,0,6,0,0,3,3
"1737","166006214001",2,0,1,0,0,0,0,6,1,1,3,3
"1738","166006216001",1,0,1,2,0,0,0,6,1,0,1,3
"1739","166006223002",2,0,1,0,0,0,0,6,1,0,2,3
"1740","166006215001",1,0,1,0,0,0,0,6,1,0,3,3
"1741","166006228001",1,0,1,0,0,1,2,6,1,0,4,3
"1742","166006224002",0,0,1,0,0,0,0,6,1,1,2,3
"1743","166006229002",1,0,0,0,0,0,0,6,1,0,5,5
"1744","166006201001",1,0,0,0,0,0,6,6,0,0,1,3
"1745","166006212001",1,0,1,0,0,0,0,6,0,0,1,3
"1746","166006225001",1,0,0,0,0,0,0,6,1,0,1,3
"1747","166006221002",1,0,0,0,0,0,0,6,1,0,3,3
"1748","166006205002",3,0,0,0,0,0,0,5,1,0,4,3
"1749","166006218001",1,0,0,2,0,0,0,6,1,0,1,3
"1750","166006202001",1,0,0,0,0,0,0,6,1,1,3,3
"1751","166006227002",1,0,0,0,0,0,0,6,1,0,3,3
"1752","166006219002",1,0,0,0,0,0,0,5,0,0,4,3
"1753","166006232002",1,1,0,2,0,1,2,6,0,0,3,3
"1754","166006210002",1,0,0,0,0,0,0,6,1,0,4,3
"1755","166006209001",0,0,0,0,0,0,0,6,1,0,4,3
"1756","166006220001",1,0,0,0,0,0,0,6,1,0,5,3
"1757","166006207001",0,0,0,2,0,1,2,6,1,0,4,3
"1758","166006231002",1,0,0,0,0,1,2,6,1,0,4,3
"1759","166006206001",2,1,0,0,0,0,0,6,1,0,3,3
"1760","166006213001",0,0,0,0,0,0,0,6,1,0,4,3
"1761","166006230001",1,0,0,0,0,0,0,6,1,1,4,3
"1762","166006208002",2,0,0,0,0,0,0,5,1,1,3,3
"1763","166006222002",1,0,0,0,0,1,2,6,1,0,4,3
"1764","166006323001",2,0,0,0,0,1,2,5,1,1,1,3
"1765","166006308001",2,0,0,0,0,1,6,6,1,0,3,3
"1766","166006311002",2,0,0,2,0,0,0,6,1,1,2,3
"1767","166006325002",0,0,0,2,0,1,2,6,1,1,3,3
"1768","166006320002",1,0,0,2,0,0,0,6,1,1,4,3
"1769","166006331001",1,0,0,0,0,0,0,6,1,1,1,3
"1770","166006333001",1,0,0,0,0,0,0,6,1,0,2,3
"1771","166006316002",1,0,0,0,0,0,0,6,1,0,2,3
"1772","166006321001",0,0,0,0,0,0,0,6,1,1,3,3
"1773","166006303001",5,1,1,0,1,1,2,5,0,0,3,3
"1774","166006322002",2,0,0,0,0,0,0,6,1,0,1,3
"1775","166006324001",1,0,0,0,0,0,0,6,1,1,4,3
"1776","166006301001",1,0,0,0,0,0,0,5,0,0,1,3
"1777","166006334001",1,0,0,0,0,0,0,6,1,1,4,3
"1778","166006310001",0,0,0,0,0,0,0,6,1,0,4,3
"1779","166006328001",1,0,0,2,0,1,2,5,1,1,3,3
"1780","166006302001",1,0,1,0,0,0,0,5,1,0,4,3
"1781","166006317002",0,0,0,2,0,0,0,6,1,0,3,3
"1782","166006313001",1,0,0,0,0,1,2,6,1,1,3,3
"1783","166006315001",1,0,1,0,0,0,0,5,0,0,4,3
"1784","166006337001",1,0,1,0,0,0,0,6,0,0,1,3
"1785","166006305002",1,0,1,0,0,0,0,6,0,0,1,3
"1786","166006304002",0,0,1,2,0,1,2,6,1,1,2,3
"1787","166006327002",0,0,1,0,0,1,2,6,1,0,3,3
"1788","166006326001",2,0,1,2,0,1,2,6,1,0,3,3
"1789","166006329002",1,0,1,0,0,0,0,6,0,0,1,3
"1790","166006319002",1,0,0,0,0,0,0,6,1,0,2,3
"1791","166006314001",1,0,0,0,0,0,0,6,1,0,2,3
"1792","166006336002",1,1,0,0,0,0,0,6,1,0,4,3
"1793","166006309001",2,0,0,2,0,0,0,6,1,1,3,3
"1794","166006335001",1,0,0,0,0,0,0,6,1,1,4,3
"1795","166006332002",1,0,0,0,0,0,0,6,1,1,1,3
"1796","166006318002",0,0,0,2,0,0,0,6,1,0,3,3
"1797","166006307002",1,0,0,2,0,0,0,6,1,0,2,3
"1798","166006312001",1,0,0,0,0,0,0,6,1,0,1,3
"1799","166006338001",1,0,0,0,0,0,0,1,1,0,2,3
"1800","166006115001",1,0,0,0,0,0,0,6,0,0,3,3
"1801","166006107001",1,0,0,0,0,0,0,5,0,0,2,3
"1802","166006102001",1,0,0,0,0,0,0,6,0,0,4,3
"1803","166006125002",1,0,0,0,0,0,0,6,0,0,3,2
"1804","166006111002",1,0,0,0,0,0,0,6,0,0,5,3
"1805","166006105001",1,0,0,0,0,0,0,6,1,0,5,3
"1806","166006104001",1,0,0,0,0,0,0,6,1,0,1,3
"1807","166006126001",1,0,1,0,0,0,0,6,1,1,1,3
"1808","166006103002",1,0,0,0,0,0,0,6,1,0,1,3
"1809","166006124002",1,0,0,0,0,0,0,5,1,1,5,3
"1810","166006108001",1,0,0,2,1,0,0,1,1,1,2,3
"1811","166006106002",1,0,0,0,0,0,0,6,1,0,3,3
"1812","166006116001",1,1,1,0,0,0,0,6,1,0,1,3
"1813","166006117001",1,0,0,0,0,0,0,6,0,0,1,3
"1814","166006114002",1,0,0,0,0,0,0,6,1,0,3,4
"1815","166006101001",1,0,0,0,0,0,0,6,0,0,4,3
"1816","166006127002",0,0,0,0,0,0,0,6,1,1,5,3
"1817","166006109001",1,0,0,0,0,0,0,6,1,0,4,3
"1818","166006118001",2,0,0,2,0,0,0,6,1,1,2,3
"1819","166006121001",1,0,0,0,0,0,0,6,0,1,5,3
"1820","166006110002",3,0,0,0,0,1,6,6,1,0,3,3
"1821","166006119003",1,0,0,0,0,0,0,6,1,0,5,3
"1822","166006123001",1,0,0,0,0,1,6,6,0,0,3,3
"1823","166006112001",0,0,0,0,0,0,0,6,0,0,4,3
"1824","166006120002",1,1,0,0,0,0,0,6,1,0,3,3
"1825","212428326001",0,0,1,0,0,1,2,5,1,0,1,3
"1826","212428312002",1,1,1,2,0,0,0,1,1,0,4,3
"1827","212428304002",4,1,1,2,1,1,7,2,0,0,1,3
"1828","212428306002",0,1,1,1,1,1,2,2,0,1,2,3
"1829","212428308001",1,0,1,0,0,0,0,4,0,0,5,3
"1830","212428307002",1,0,1,0,0,0,0,1,1,1,3,3
"1831","212428328002",1,0,1,0,0,0,0,4,0,0,4,3
"1832","212428320001",1,0,1,2,0,0,0,4,0,0,2,3
"1833","212428301002",1,0,1,0,0,1,2,5,1,1,1,3
"1834","212428339001",1,1,1,2,0,1,2,4,0,1,1,3
"1835","212428322002",1,0,1,2,0,0,0,5,1,1,1,3
"1836","212428319002",0,0,0,0,0,0,0,4,1,1,4,2
"1837","212428318002",1,0,1,0,0,0,0,4,1,0,4,3
"1838","212428327001",2,0,1,2,0,0,0,4,0,1,6,6
"1839","212428335002",1,0,0,0,0,0,0,4,0,0,4,2
"1840","212428305002",1,0,1,2,0,1,2,5,1,1,4,3
"1841","212428302002",5,1,1,2,0,1,7,5,0,1,1,3
"1842","212428314001",2,1,1,0,1,0,0,4,0,0,5,6
"1843","212428333001",1,0,1,0,0,1,2,1,1,0,2,3
"1844","212428324002",5,1,1,2,1,1,7,2,0,0,6,6
"1845","212428330001",1,0,1,0,0,0,0,4,1,0,1,2
"1846","212428338001",0,1,1,2,0,1,2,4,0,0,6,6
"1847","212428338102",2,1,1,2,0,1,0,2,0,1,4,3
"1848","212428331002",2,0,0,0,0,0,0,5,0,0,6,6
"1849","212428321002",1,0,1,0,0,0,0,5,0,0,2,3
"1850","212428310001",1,0,1,0,0,0,0,5,0,0,4,3
"1851","212428309001",1,0,1,0,0,0,0,5,0,0,2,3
"1852","212428316002",1,1,1,0,0,1,2,2,1,1,3,3
"1853","212428313001",1,0,1,0,0,1,2,2,1,1,4,2
"1854","212428303001",5,1,1,2,0,1,2,4,1,1,6,6
"1855","212428311002",1,0,1,0,0,0,0,4,0,0,2,3
"1856","212428332002",1,0,1,0,0,0,0,2,0,0,3,3
"1857","212428337002",3,1,1,0,0,1,2,4,0,1,1,3
"1858","212428317002",1,0,1,0,0,0,0,2,1,1,2,3
"1859","212428323002",1,0,1,0,0,1,2,1,1,0,4,3
"1860","212428329002",5,1,1,2,0,1,2,4,0,0,4,2
"1861","212428325002",5,1,1,2,0,1,2,4,1,1,6,6
"1862","212428232001",1,1,1,2,1,1,2,2,0,1,6,6
"1863","212428211001",1,1,1,0,1,1,3,2,1,1,4,3
"1864","212428217001",5,1,1,0,1,1,2,2,0,0,6,6
"1865","212428233002",5,1,1,2,1,1,3,2,0,0,4,3
"1866","212428202001",5,1,1,2,1,1,3,2,0,1,2,3
"1867","212428219002",5,1,1,0,1,1,7,2,0,0,4,3
"1868","212428215002",4,1,1,2,1,1,7,2,0,1,1,2
"1869","212428228002",1,1,1,2,1,1,2,2,0,1,2,3
"1870","212428223001",5,1,1,2,1,1,2,2,0,1,2,2
"1871","212428218002",5,1,1,0,1,1,7,2,0,1,1,3
"1872","212428225002",5,1,1,2,1,1,2,2,1,1,1,3
"1873","212428214002",2,1,1,0,1,1,2,2,0,1,1,3
"1874","212428221002",5,1,1,2,1,1,2,2,0,1,2,3
"1875","212428227002",5,1,1,2,0,1,2,4,0,1,2,3
"1876","212428234001",5,1,1,0,1,1,7,4,1,0,4,3
"1877","212428220001",1,1,1,2,1,1,2,2,0,1,1,3
"1878","212428206002",4,1,1,2,1,1,7,2,1,1,1,4
"1879","212428231002",4,1,1,2,0,1,7,4,1,1,1,3
"1880","212428216001",5,1,1,2,0,1,2,5,0,0,4,3
"1881","212428213002",5,1,1,2,0,1,3,4,0,0,2,3
"1882","212428205002",5,1,1,2,1,1,3,2,1,1,3,3
"1883","212428208002",5,1,1,2,1,1,0,2,1,1,1,3
"1884","212428224001",5,1,1,2,1,1,2,2,0,1,1,3
"1885","212428207002",5,1,1,2,1,1,2,2,0,0,2,3
"1886","212428102001",1,0,1,2,0,0,0,2,1,0,5,3
"1887","212428128002",1,0,1,2,0,0,0,4,0,0,2,3
"1888","212428115001",5,1,1,2,1,1,2,2,0,0,2,3
"1889","212428125001",3,1,1,2,1,1,0,2,0,1,5,3
"1890","212428117001",1,1,1,0,1,1,3,2,0,0,4,3
"1891","212428111001",0,1,1,0,1,1,0,2,0,0,4,3
"1892","212428118002",4,1,1,2,0,1,7,4,0,1,2,2
"1893","212428124001",5,1,1,0,0,1,2,4,0,0,4,3
"1894","212428106001",3,1,1,1,1,1,3,2,0,0,3,3
"1895","212428133002",5,1,1,2,1,1,2,5,0,1,3,3
"1896","212428104001",1,0,1,0,0,0,0,6,0,0,6,6
"1897","212428132001",1,1,1,2,1,1,7,2,0,0,2,3
"1898","212428134001",5,1,1,2,1,1,7,2,0,1,2,2
"1899","212428131001",5,1,1,2,1,1,7,2,0,1,6,6
"1900","212428123002",3,1,1,2,0,1,7,4,0,0,2,2
"1901","212428127002",5,1,1,2,1,1,2,2,0,1,6,6
"1902","212428120002",5,1,1,2,1,1,2,2,0,1,1,3
"1903","212428101002",3,1,1,2,1,1,2,2,0,0,2,3
"1904","212428129001",1,0,1,0,0,0,0,4,0,0,2,3
"1905","212428107002",5,1,1,2,1,1,2,2,0,0,3,3
"1906","212428119001",2,1,0,0,0,0,0,4,0,0,4,3
"1907","212428130001",5,1,1,2,0,1,2,4,1,0,2,3
"1908","212428112001",5,1,1,2,1,1,2,2,0,1,5,4
"1909","212428121001",5,1,1,2,1,1,2,2,1,1,2,3
"1910","212428103002",4,1,1,2,0,0,0,2,1,0,3,3
"1911","212428108002",4,1,1,0,0,1,7,5,0,0,3,3
"1912","212428135001",5,1,1,2,1,1,2,2,0,1,6,6
"1913","211176135002",2,0,0,0,0,0,0,6,0,0,1,3
"1914","211176124002",1,0,0,2,0,0,0,6,0,0,4,3
"1915","211176110002",1,0,0,0,0,0,0,6,0,0,1,3
"1916","211176106002",1,0,1,0,0,0,0,6,0,0,2,3
"1917","211176115002",0,1,1,2,1,1,5,5,0,1,1,3
"1918","211176137002",2,1,1,0,0,0,0,6,0,0,2,3
"1919","211176119001",2,0,1,0,0,0,0,6,0,0,2,3
"1920","211176107002",2,1,1,0,0,0,0,6,0,1,1,1
"1921","211176111002",1,1,1,2,1,0,0,6,0,0,2,3
"1922","211176138002",1,0,1,2,1,0,0,4,0,1,2,3
"1923","211176125002",1,1,1,2,1,1,0,2,1,1,4,3
"1924","211176130001",1,0,1,0,0,0,0,6,0,1,1,2
"1925","211176117001",1,0,1,0,0,0,0,6,0,0,2,3
"1926","211176128002",1,0,1,0,0,0,0,6,0,0,1,3
"1927","211176127001",1,0,1,0,0,0,0,6,0,0,1,3
"1928","211176113001",1,0,1,0,0,0,0,6,0,0,2,2
"1929","211176136001",1,0,1,0,0,0,0,6,0,0,1,3
"1930","211176134001",5,1,1,1,1,1,2,2,1,1,2,3
"1931","211176102001",0,0,1,0,0,0,0,6,0,0,2,3
"1932","211176120002",1,0,1,0,0,0,0,6,0,0,6,6
"1933","211176101002",1,1,1,0,0,0,0,6,0,0,2,3
"1934","211176116001",1,0,1,0,0,0,0,6,0,0,2,3
"1935","211176103002",1,0,1,0,0,0,0,6,0,0,4,3
"1936","211176108001",1,0,1,0,0,0,0,6,1,0,3,3
"1937","211176122001",1,0,1,2,0,0,0,6,0,0,4,3
"1938","211176133002",1,0,1,0,0,0,0,6,0,0,1,2
"1939","211176112001",1,0,1,0,0,0,0,4,0,0,4,3
"1940","211176131001",1,0,1,0,0,0,0,6,0,0,1,3
"1941","211176105002",1,0,0,1,0,0,0,6,0,0,6,6
"1942","211176114002",1,0,1,0,0,0,0,6,0,0,4,3
"1943","211176129002",1,0,1,0,0,0,0,6,0,0,2,3
"1944","211176132001",0,1,1,0,0,0,0,6,0,0,1,2
"1945","211176139001",1,0,1,0,0,0,0,6,1,0,2,2
"1946","211176121002",1,0,0,0,0,0,0,6,0,0,4,3
"1947","211176126002",1,0,1,0,0,0,0,6,0,0,1,3
"1948","211176123002",1,1,0,2,0,0,0,6,0,0,1,3
"1949","211176118001",1,1,0,0,0,0,0,6,0,0,3,3
"1950","211176203001",2,0,0,0,0,0,0,5,0,0,1,3
"1951","211176207002",1,0,0,0,0,0,0,6,0,0,2,2
"1952","211176204002",1,0,0,0,0,0,0,6,0,0,2,3
"1953","211176220002",3,1,0,0,1,0,0,6,0,0,2,3
"1954","211176225001",2,1,0,2,0,0,0,6,0,0,1,3
"1955","211176226001",0,0,0,2,0,0,0,6,1,1,3,3
"1956","211176208001",1,0,0,0,0,0,0,6,0,0,2,3
"1957","211176223002",1,0,0,0,0,0,0,6,0,0,1,3
"1958","211176205002",1,0,0,0,0,0,0,6,0,0,2,3
"1959","211176236002",1,1,0,0,0,0,0,6,0,0,1,3
"1960","211176214001",1,0,0,0,0,0,0,6,0,0,3,3
"1961","211176238002",1,0,0,0,0,0,0,6,0,0,3,3
"1962","211176211001",1,1,0,0,0,0,0,6,0,0,5,2
"1963","211176218001",2,1,0,2,0,0,0,6,0,0,2,3
"1964","211176215002",2,1,1,2,1,0,0,2,0,0,3,3
"1965","211176228001",1,0,1,0,0,0,0,6,0,0,5,3
"1966","211176233001",1,0,0,0,0,0,0,6,0,0,1,3
"1967","211176201002",1,0,1,0,0,0,0,4,0,0,3,3
"1968","211176210001",1,0,0,0,0,0,0,6,0,0,3,3
"1969","211176227001",1,0,0,2,0,0,0,6,0,0,2,2
"1970","211176221001",1,1,1,0,0,0,0,5,1,0,4,3
"1971","211176229002",1,0,1,0,0,0,0,6,0,0,4,3
"1972","211176230002",1,0,0,0,0,0,0,6,0,0,3,2
"1973","211176232002",2,0,1,0,1,0,0,2,0,0,2,3
"1974","211176212001",1,0,1,0,0,0,0,6,0,0,2,3
"1975","211176219001",0,0,0,0,0,0,0,6,0,0,1,3
"1976","211176222002",0,0,1,0,0,0,0,6,1,0,2,3
"1977","211176216001",1,0,0,0,0,0,0,6,0,0,4,3
"1978","211176209001",1,0,1,0,0,0,0,6,0,0,4,2
"1979","211176202001",2,0,1,2,0,0,0,4,1,0,6,6
"1980","211176206001",2,0,0,0,0,0,0,6,1,1,2,2
"1981","211176231002",1,0,1,0,0,0,0,6,0,0,4,3
"1982","211176235001",1,0,1,0,0,0,0,6,0,0,4,3
"1983","211176217001",2,0,1,0,0,0,0,6,0,0,2,3
"1984","211176234001",1,0,1,0,0,0,0,7,0,0,3,3
"1985","211176237002",2,0,1,2,0,0,0,6,0,0,1,3
"1986","211176224002",1,0,0,2,0,0,0,6,0,0,1,2
"1987","211176334001",1,0,1,0,0,0,0,6,0,0,2,3
"1988","211176327001",1,0,1,0,0,0,0,6,1,0,3,3
"1989","211176322002",1,1,1,2,0,0,0,6,0,0,2,3
"1990","211176317002",2,0,1,0,0,0,0,2,1,1,1,2
"1991","211176314002",1,0,1,0,0,0,0,6,0,0,1,3
"1992","211176304001",1,0,1,0,0,0,0,6,0,0,2,3
"1993","211176336001",1,0,1,2,0,0,0,6,1,0,1,3
"1994","211176309001",1,0,1,0,0,0,0,6,1,0,4,3
"1995","211176320002",1,0,1,0,0,0,0,6,0,0,3,3
"1996","211176321002",1,0,1,0,0,0,0,6,0,0,1,3
"1997","211176324002",1,0,1,2,0,0,0,2,0,0,1,3
"1998","211176316002",1,0,1,2,0,1,6,2,0,0,2,3
"1999","211176325001",4,1,1,2,0,1,2,6,1,1,2,3
"2000","211176332001",1,1,1,2,0,1,2,4,0,1,1,3
"2001","211176326001",1,0,1,0,0,0,0,6,0,0,1,3
"2002","211176318002",1,0,1,0,0,0,0,6,0,1,1,3
"2003","211176306002",1,0,1,0,0,0,0,6,0,0,3,3
"2004","211176313001",1,1,1,2,0,0,0,4,0,1,2,3
"2005","211176310001",1,0,1,0,0,0,0,6,0,1,3,3
"2006","211176330001",1,0,1,0,0,0,0,6,0,0,4,2
"2007","211176331001",1,0,1,0,0,1,2,4,1,1,2,3
"2008","211176335002",1,1,1,0,0,1,2,5,0,0,3,2
"2009","211176311002",2,1,1,2,0,1,6,6,0,0,2,3
"2010","211176312002",3,1,1,0,0,0,0,5,1,1,2,3
"2011","211176308001",1,0,1,0,0,0,0,6,0,0,3,3
"2012","211176319001",2,0,1,0,0,0,0,6,0,1,2,3
"2013","211176307001",1,0,1,0,0,0,0,6,0,0,2,3
"2014","211176301002",1,0,1,0,0,0,0,6,0,0,3,3
"2015","211176305001",1,0,1,0,0,0,0,6,0,0,4,3
"2016","211176303001",1,0,1,0,0,0,0,6,1,0,2,3
"2017","211176315002",1,1,0,0,0,0,0,6,1,0,4,3
"2018","211176329002",1,0,1,0,0,0,0,6,0,0,3,3
"2019","211176302001",1,0,1,0,0,0,0,6,0,0,1,3
"2020","211176328001",1,0,1,0,0,1,6,6,0,0,1,3
"2021","211154227001",0,0,1,0,0,0,0,5,0,0,3,3
"2022","211154208002",1,0,1,0,0,0,0,1,0,1,4,3
"2023","211154218001",1,1,1,0,0,0,0,1,0,0,4,3
"2024","211154217002",1,0,1,0,0,0,0,1,0,0,2,3
"2025","211154216001",2,1,0,0,0,0,0,6,0,0,2,3
"2026","211154215001",1,0,0,2,0,0,0,6,1,0,2,3
"2027","211154236001",1,0,0,2,0,0,0,5,0,1,6,6
"2028","211154231002",3,1,1,0,0,1,5,5,0,0,4,3
"2029","211154212002",1,0,0,0,0,0,0,5,0,0,4,3
"2030","211154222001",1,0,0,0,0,0,0,5,1,0,5,3
"2031","211154223002",3,1,1,2,1,1,3,2,0,0,3,3
"2032","211154228002",1,1,0,0,0,1,2,1,1,0,2,3
"2033","211154235002",1,0,1,0,0,0,0,1,1,1,4,3
"2034","211154201001",1,0,0,0,0,0,0,6,0,0,3,3
"2035","211154233001",1,0,0,0,0,0,0,5,1,0,3,3
"2036","211154203001",1,0,0,0,0,0,0,6,0,0,5,3
"2037","211154229002",1,0,1,0,0,0,0,1,1,0,4,2
"2038","211154214001",1,0,1,0,0,0,0,1,1,0,4,2
"2039","211154209001",1,0,1,0,0,0,0,1,0,0,4,3
"2040","211154230001",1,0,0,0,0,0,0,6,0,0,4,3
"2041","211154204002",2,0,1,0,0,0,0,5,0,0,4,3
"2042","211154232001",1,0,0,0,0,0,0,6,0,0,3,3
"2043","211154205002",1,0,0,0,0,0,0,6,0,0,5,3
"2044","211154226002",1,0,0,0,0,0,0,5,0,0,3,3
"2045","211154221002",1,0,0,0,0,0,0,5,0,0,5,2
"2046","211154211001",2,1,0,0,0,0,0,5,0,1,2,3
"2047","211154225001",1,0,0,0,0,0,0,5,0,0,3,2
"2048","211154234001",2,0,1,0,0,0,0,1,0,0,4,3
"2049","211154220002",1,0,0,0,0,0,0,1,0,0,2,3
"2050","211154127002",5,1,1,2,0,1,2,5,0,1,1,3
"2051","211154101001",5,1,1,2,1,1,5,5,1,1,1,3
"2052","211154102002",5,1,1,0,0,1,2,5,0,0,4,3
"2053","211154107002",4,1,1,2,0,1,7,5,0,1,2,3
"2054","211154106001",5,1,1,2,0,1,7,5,0,1,3,3
"2055","211154103002",5,1,1,2,0,1,0,5,0,1,1,3
"2056","211154110002",3,1,1,2,1,1,5,4,1,1,1,3
"2057","211154120002",1,1,1,2,0,1,5,4,0,1,2,3
"2058","211154124001",5,1,1,2,0,1,2,5,1,1,2,3
"2059","211154116001",3,1,1,2,1,1,2,5,1,0,2,3
"2060","211154126001",1,1,1,2,0,1,5,1,0,1,2,2
"2061","211154119002",5,1,1,2,1,0,0,2,0,0,2,3
"2062","211154125001",5,1,1,2,1,1,0,2,0,1,4,3
"2063","211154111001",5,1,1,2,1,1,1,2,0,1,1,3
"2064","211154128002",5,1,1,2,1,1,3,5,0,1,6,6
"2065","211154117001",3,1,1,2,1,1,5,2,0,1,1,3
"2066","211154303001",1,0,0,0,0,0,0,6,0,0,4,3
"2067","211154334001",1,0,0,2,1,0,0,6,0,0,3,3
"2068","211154325001",1,0,1,2,0,0,0,6,1,1,2,3
"2069","211154314002",1,1,0,0,0,0,0,6,0,0,2,3
"2070","211154322001",1,0,0,0,0,0,0,6,0,0,4,3
"2071","211154333002",1,0,1,2,0,0,0,4,1,1,2,3
"2072","211154324001",1,0,0,0,0,0,0,6,1,1,5,3
"2073","211154316001",1,0,0,0,0,0,0,6,0,0,2,3
"2074","211154337002",1,0,0,0,0,0,0,5,0,0,4,3
"2075","211154305002",1,0,0,0,0,0,0,6,1,0,3,3
"2076","211154312002",1,1,0,2,0,0,0,6,0,0,4,3
"2077","211154306001",1,0,0,0,0,0,0,6,0,0,3,3
"2078","211154313002",1,1,1,0,0,1,2,5,0,0,3,3
"2079","211154320001",2,0,0,2,0,0,0,5,0,0,3,3
"2080","211154331002",1,0,0,0,0,0,0,5,0,0,4,2
"2081","211154326001",1,1,0,0,0,0,0,6,1,1,2,3
"2082","211154307001",1,1,0,0,0,0,0,5,1,0,4,3
"2083","211154318001",2,1,1,0,0,0,0,7,0,0,5,2
"2084","211154308001",1,0,1,2,0,0,0,5,0,0,4,3
"2085","211154317001",2,0,0,2,0,0,0,6,0,0,3,3
"2086","211154302002",1,0,0,0,0,0,0,5,0,0,4,3
"2087","211154301002",2,0,1,2,0,0,0,5,1,0,2,3
"2088","211154328001",1,0,1,0,0,0,0,1,0,0,2,3
"2089","211154321001",4,1,1,0,0,1,7,5,0,0,3,3
"2090","211154309001",1,0,0,0,0,0,0,6,1,1,4,3
"2091","211154330002",1,0,0,0,0,0,0,6,1,1,3,3
"2092","211154335002",1,0,0,0,0,0,0,5,0,0,2,3
"2093","211154329002",1,0,0,0,0,1,6,6,0,0,4,3
"2094","211154332001",1,0,0,2,0,0,0,5,1,1,3,3
"2095","211154327001",1,0,0,0,0,0,0,6,0,0,2,3
"2096","144016326001",4,1,1,2,1,1,4,2,0,1,2,2
"2097","144016312002",5,1,1,2,1,1,2,2,0,1,3,3
"2098","144016315001",5,1,1,0,1,1,2,2,0,0,1,3
"2099","144016311001",2,1,1,2,1,1,2,2,0,1,1,3
"2100","144016323002",5,1,1,2,1,1,2,2,0,1,3,3
"2101","144016303002",0,1,0,2,1,1,2,2,1,1,3,3
"2102","144016313001",5,1,1,0,1,1,2,2,0,0,2,3
"2103","144016320001",4,1,1,2,1,1,2,2,1,0,3,3
"2104","144016304002",5,1,1,0,1,1,2,2,0,1,1,3
"2105","144016306002",5,1,1,2,1,1,2,2,0,1,1,3
"2106","144016324001",0,1,1,0,1,0,0,2,0,0,6,6
"2107","144016325001",4,1,1,2,1,1,2,2,0,1,4,3
"2108","144016302001",5,1,1,2,0,1,2,4,0,0,6,6
"2109","144016321001",4,1,1,2,1,1,2,2,0,0,6,6
"2110","144016307001",5,1,1,2,1,1,2,2,0,1,1,3
"2111","144016126001",0,1,1,2,1,1,2,2,0,1,1,3
"2112","144016116001",5,1,1,0,1,1,2,2,0,0,2,3
"2113","144016110001",5,1,1,0,1,1,2,2,1,1,4,3
"2114","144016109002",5,1,1,2,1,1,2,2,1,1,1,3
"2115","144016115001",0,1,1,2,1,1,2,2,0,1,1,3
"2116","144016130001",2,1,1,2,1,1,2,2,1,1,1,3
"2117","144016111001",5,1,1,2,0,1,2,6,0,1,4,3
"2118","144016114002",5,1,1,0,1,1,2,2,0,0,4,3
"2119","144016117001",5,1,1,2,1,1,2,2,1,0,3,3
"2120","142403109001",2,1,1,0,0,0,0,5,1,0,3,3
"2121","142403108002",2,0,1,0,0,0,0,1,0,0,4,3
"2122","142403134001",1,0,1,0,0,1,2,5,0,0,4,3
"2123","142403129002",2,0,1,0,0,0,0,4,0,1,2,3
"2124","142403102001",5,1,1,2,0,1,2,5,0,0,1,3
"2125","142403125002",1,0,1,0,0,0,0,5,0,0,4,3
"2126","142403106001",0,0,1,0,0,0,0,5,0,0,3,3
"2127","142403120001",1,0,1,0,0,0,0,5,0,0,1,3
