ID,householdID,gc004_1_,gc004_2_,gc005_1_,gc005_2_,gd001,gd002_3,ge006,ge007,ge008,ge010_6,ge010_7,ha000_w2_0,ga007s1,ga007s3,ga007s5,ga007s6
175531204002,1755312040,NA,NA,NA,NA,0,NA,40,0,45,1500,0,1,0,0,0,0
175531212001,1755312120,NA,NA,NA,NA,0,NA,60,0,0,1000,0,1,0,0,0,0
175531232001,1755312320,NA,NA,NA,NA,0,NA,100,0,150,1500,0,1,0,0,0,0
175531225002,1755312250,3,NA,50000,NA,0,NA,400,200,200,2000,200,1,0,0,0,0
175531230001,1755312300,NA,NA,NA,NA,0,NA,200,0,0,2000,0,1,0,0,0,0
175531202001,1755312020,NA,NA,NA,NA,0,NA,25,0,200,0,0,1,0,0,0,0
175531228001,1755312280,NA,NA,NA,NA,0,NA,100,0,NA,0,0,1,0,0,0,0
175531208001,1755312080,NA,NA,NA,NA,0,NA,50,0,18,600,0,1,0,0,0,0
175531233001,1755312330,NA,NA,NA,NA,0,NA,100,60,20,0,0,1,0,0,0,0
175531115002,1755311150,NA,NA,NA,NA,0,NA,200,250,0,22800,0,1,0,0,0,0
175531116001,1755311160,6,NA,20000,NA,0,NA,300,0,0,5000,0,1,0,0,0,0
175531128002,1755311280,NA,NA,NA,NA,0,NA,500,0,0,3000,0,1,0,0,0,0
175531106003,1755311060,NA,NA,NA,NA,0,NA,200,150,200,3000,0,1,0,0,0,0
175531127001,1755311270,NA,NA,NA,NA,0,NA,15,0,0,15500,0,2,0,0,0,0
175531107001,1755311070,NA,NA,NA,NA,0,NA,100,0,0,NA,0,1,0,0,0,0
175531118002,1755311180,NA,NA,NA,NA,0,NA,500,0,0,NA,0,1,0,0,0,0
175531122002,1755311220,1,NA,80000,NA,0,NA,200,50,0,3000,10000,1,0,0,0,0
175531111002,1755311110,NA,NA,NA,NA,0,NA,500,100,0,110,0,1,0,0,0,0
175531117002,1755311170,NA,NA,NA,NA,0,NA,300,0,10,1500,0,1,0,0,0,0
175531112002,1755311120,NA,NA,NA,NA,0,NA,420,0,0,10000,0,1,0,0,0,0
175531133002,1755311330,NA,NA,NA,NA,0,NA,100,200,90,6000,0,1,0,0,0,0
175531103002,1755311030,NA,NA,NA,NA,0,NA,250,250,0,5500,0,1,0,0,0,0
175531104002,1755311040,NA,NA,NA,NA,0,NA,400,0,20,3600,0,1,0,0,0,0
175531102002,1755311020,1,NA,50000,NA,0,NA,200,30,0,1000,800,1,0,0,0,0
175531129001,1755311290,NA,NA,NA,NA,0,NA,100,0,0,63000,0,1,0,0,0,0
175531105002,1755311050,NA,NA,NA,NA,0,NA,200,0,0,25000,3000,1,0,0,0,0
175531120002,1755311200,NA,NA,NA,NA,0,NA,200,0,100,11000,2000,1,0,0,0,0
175531130002,1755311300,NA,NA,NA,NA,0,NA,280,200,0,4000,0,1,0,0,0,0
175531119002,1755311190,NA,NA,NA,NA,0,NA,300,0,70,3000,0,1,0,0,0,0
175531110001,1755311100,NA,NA,NA,NA,0,NA,200,0,0,4000,10000,1,0,0,0,0
175531316002,1755313160,NA,NA,NA,NA,0,NA,355,0,200,550,0,1,0,0,0,0
175531319002,1755313190,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,1,0,0,0,0
175531310002,1755313100,NA,NA,NA,NA,0,NA,14,0,0,3000,0,1,1,0,0,0
175531331002,1755313310,NA,NA,NA,NA,0,NA,500,0,38.5,350,0,1,0,0,0,0
175531306001,1755313060,NA,NA,NA,NA,0,NA,250,0,52.5,450,0,1,0,0,0,0
175531327001,1755313270,NA,NA,NA,NA,0,NA,70,0,21,2000,0,1,0,0,0,0
175531326002,1755313260,NA,NA,NA,NA,0,2000,525,0,0,3000,0,1,0,0,0,1
175531322001,1755313220,NA,NA,NA,NA,0,NA,60,0,0,2000,2000,1,0,0,0,0
175531318002,1755313180,NA,NA,NA,NA,0,NA,70,0,0,2000,0,1,0,0,0,0
175531323001,1755313230,NA,NA,NA,NA,0,NA,350,100,0,600,0,1,0,0,0,0
175531332001,1755313320,NA,NA,NA,NA,0,NA,100,0,0,300,0,1,0,0,0,0
175531315001,1755313150,NA,NA,NA,NA,0,NA,200,0,80,300,0,1,0,0,0,0
175531308002,1755313080,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,1,0,0,0,0
175531329001,1755313290,NA,NA,NA,NA,0,NA,200,300,0,3500,0,1,0,0,0,0
175531309001,1755313090,NA,NA,NA,NA,0,NA,30,0,0,6000,0,1,0,0,0,0
175531328002,1755313280,NA,NA,NA,NA,0,NA,200,0,30,3000,0,1,0,0,0,0
175531314001,1755313140,NA,NA,NA,NA,0,NA,65,0,0,500,0,1,0,0,0,0
175531305001,1755313050,NA,NA,NA,NA,0,NA,30,0,0,1000,0,1,1,0,0,0
175531313002,1755313130,NA,NA,NA,NA,0,NA,300,35,0,0,0,1,0,0,0,0
175531304001,1755313040,NA,NA,NA,NA,0,NA,25,0,0,350,0,1,0,0,0,0
175531320001,1755313200,6,6,35000,35000,0,NA,25,0,0,0,0,1,0,0,0,0
175531303001,1755313030,NA,NA,NA,NA,0,NA,200,0,0,5000,0,1,0,0,0,0
175531324001,1755313240,NA,NA,NA,NA,0,NA,30,0,0,500,0,1,0,0,0,0
175531302001,1755313020,NA,NA,NA,NA,0,NA,10,0,0,6000,0,1,0,0,0,0
175531325002,1755313250,NA,NA,NA,NA,1400,NA,50,0,0,2000,0,1,0,0,0,0
175531307002,1755313070,NA,NA,NA,NA,960,NA,20,0,0,9000,0,1,0,0,0,0
175531317002,1755313170,NA,NA,NA,NA,0,NA,NA,0,0,5000,0,1,0,0,0,0
175531311002,1755313110,NA,NA,NA,NA,0,NA,20,0,0,500,0,1,0,0,0,0
175531312002,1755313120,NA,NA,NA,NA,0,NA,100,0,45,100,0,1,0,0,0,0
175531321001,1755313210,NA,NA,NA,NA,0,NA,100,0,0,300,0,1,0,0,0,0
174643131001,1746431310,NA,NA,NA,NA,0,NA,8300,0,0,400,0,1,0,0,0,0
174643118002,1746431180,NA,NA,NA,NA,0,NA,30,0,0,26,0,1,0,0,0,0
174643108002,1746431080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
174643110001,1746431100,NA,NA,NA,NA,2800,NA,NA,0,0,0,0,1,0,0,0,0
174643134001,1746431340,NA,NA,NA,NA,0,NA,100,0,150,NA,NA,1,0,0,0,0
174643111001,1746431110,NA,NA,NA,NA,0,NA,20,0,10,500,0,1,0,0,0,0
174643132001,1746431320,NA,NA,NA,NA,0,NA,100,0,75,0,0,1,0,0,0,0
174643126001,1746431260,NA,NA,NA,NA,0,NA,90,200,49,0,0,1,0,0,0,0
174643124001,1746431240,NA,NA,NA,NA,0,NA,NA,0,5.5,3000,0,1,0,0,0,0
174643121001,1746431210,NA,NA,NA,NA,0,NA,10,0,0,0,0,1,0,0,0,0
174643135002,1746431350,NA,NA,NA,NA,0,NA,300,0,230,540,0,1,0,0,0,0
174643117001,1746431170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
174643133001,1746431330,NA,NA,NA,NA,0,NA,40,0,0,5000,0,1,0,0,0,0
174643105001,1746431050,NA,NA,NA,NA,0,NA,200,0,0,100,0,1,0,0,0,0
174643102002,1746431020,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,1,0,0,0,0
174643123002,1746431230,NA,NA,NA,NA,1400,NA,30,0,20,2000,0,1,0,0,0,0
174643125002,1746431250,NA,NA,NA,NA,0,NA,20,0,30,100,0,1,0,0,0,0
174643127001,1746431270,NA,NA,NA,NA,0,NA,20,0,0,4300,0,1,0,0,0,0
174643106002,1746431060,NA,NA,NA,NA,0,NA,180,0,60,0,0,1,0,0,0,0
174643120001,1746431200,NA,NA,NA,NA,0,NA,0,0,100,1200,0,1,0,0,0,0
174643109001,1746431090,NA,NA,NA,NA,700,NA,90,0,0,10,0,1,0,0,0,0
174643101001,1746431010,NA,NA,NA,NA,1500,NA,70,0,2.5,300,0,1,0,0,0,0
174643112001,1746431120,NA,NA,NA,NA,1800,NA,120,0,0,5000,0,1,0,0,0,0
174643128001,1746431280,NA,NA,NA,NA,0,NA,50,0,100,5000,600,1,0,0,0,0
174643130001,1746431300,NA,NA,NA,NA,1000,1800,200,0,30,300,0,1,0,0,0,0
174643107002,1746431070,NA,NA,NA,NA,0,NA,200,0,0,0,0,1,0,0,0,0
174643129002,1746431290,NA,NA,NA,NA,1300,NA,59,0,59,0,0,1,0,0,0,0
174643103002,1746431030,NA,NA,NA,NA,0,NA,200,0,60,8000,0,1,0,0,0,0
174643119002,1746431190,NA,NA,NA,NA,0,NA,200,0,50,5000,500,1,0,0,0,0
174643104001,1746431040,NA,NA,NA,NA,3100,NA,246,0,0,3500,0,1,0,0,0,0
174643122002,1746431220,NA,NA,NA,NA,1800,NA,200,0,70,0,0,1,2,0,0,0
174643113002,1746431130,NA,NA,NA,NA,1680,NA,0.6,0,0,300,0,1,0,0,0,0
174643307002,1746433070,NA,NA,NA,NA,0,NA,200,0,0,3000,0,1,0,0,0,0
174643306002,1746433060,NA,NA,NA,NA,0,NA,400,0,0,5000,0,1,0,0,0,0
174643311001,1746433110,NA,NA,NA,NA,0,NA,NA,0,210,10000,0,1,0,0,0,0
174643315002,1746433150,NA,NA,NA,NA,0,NA,210,0,0,6000,0,1,0,0,0,0
174643302001,1746433020,NA,NA,NA,NA,1900,NA,30,0,0,1000,0,1,0,0,0,0
174643308001,1746433080,NA,NA,NA,NA,0,NA,80,0,0,12000,0,1,0,0,0,0
174643319001,1746433190,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0
174643323002,1746433230,NA,NA,NA,NA,0,NA,200,0,147,0,4000,1,0,0,0,0
174643316001,1746433160,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,1,0,0,0,0
174643313002,1746433130,NA,NA,NA,NA,0,NA,300,0,300,0,0,1,0,0,0,0
174643314001,1746433140,NA,NA,NA,NA,0,NA,280,0,0,120,0,1,0,0,0,0
174643314102,1746433141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
174643324001,1746433240,NA,NA,NA,NA,0,NA,650,0,0,200,0,1,0,0,0,0
174643326001,1746433260,NA,NA,NA,NA,0,NA,1000,2000,0,500,30,1,0,0,0,0
174643325001,1746433250,NA,NA,NA,NA,0,NA,200,0,100,600,0,1,0,0,0,0
174643304002,1746433040,NA,NA,NA,NA,0,NA,80,0,0,360,0,1,0,0,0,0
174643320001,1746433200,1,NA,30000,NA,0,NA,100,60,100,13000,0,1,0,0,0,0
174643309002,1746433090,NA,NA,NA,NA,0,NA,300,0,0,4500,0,1,0,0,0,0
174643208001,1746432080,NA,NA,NA,NA,0,NA,0,0,12,0,0,1,0,0,0,0
174643236001,1746432360,NA,NA,NA,NA,0,NA,70,0,140,9000,0,1,0,0,0,0
174643202001,1746432020,1,NA,5000,NA,0,NA,50,0,55,200,0,1,1,0,0,0
174643206001,1746432060,NA,NA,NA,NA,0,NA,NA,0,10,300,0,1,0,0,0,0
174643223001,1746432230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
174643217001,1746432170,3,NA,15000,NA,1100,NA,30,0,52,600,0,1,0,0,0,0
174643226002,1746432260,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,1,0,0,0,0
174643210001,1746432100,NA,NA,NA,NA,1600,NA,0,0,0,50,0,1,0,0,0,0
174643230001,1746432300,NA,NA,NA,NA,0,NA,10,0,10,300,0,1,0,0,0,0
174643232002,1746432320,NA,NA,NA,NA,0,NA,200,0,260,0,0,1,0,0,0,0
174643228002,1746432280,NA,NA,NA,NA,0,NA,150,0,0,0,0,1,0,0,0,0
174643218001,1746432180,NA,NA,NA,NA,1720,NA,15,0,0,100,0,1,0,0,0,0
174643222001,1746432220,NA,NA,NA,NA,0,NA,10,0,0,700,0,1,0,0,0,0
174643209001,1746432090,NA,NA,NA,NA,0,NA,100,0,0,25000,0,1,0,0,0,0
174643229001,1746432290,NA,NA,NA,NA,1800,NA,0,0,0,20,0,1,0,0,0,0
174643205002,1746432050,NA,NA,NA,NA,0,NA,0,0,200,1000,0,1,0,0,0,0
174643207002,1746432070,NA,NA,NA,NA,0,NA,70,0,0,500,0,1,0,0,0,0
174643215001,1746432150,NA,NA,NA,NA,400,NA,14,0,0,10000,0,1,0,0,0,0
174643227002,1746432270,NA,NA,NA,NA,0,NA,10,0,100,0,0,1,0,0,0,0
174643212001,1746432120,NA,NA,NA,NA,0,NA,50,0,0,0,0,1,0,0,0,0
174643231001,1746432310,NA,NA,NA,NA,1700,NA,85,0,25,3500,0,1,0,0,0,0
174643235001,1746432350,NA,NA,NA,NA,0,NA,600,0,0,1100,0,1,0,0,0,0
174643219001,1746432190,NA,NA,NA,NA,800,NA,100,0,0,2000,0,1,0,0,0,0
174643211001,1746432110,NA,NA,NA,NA,0,2800,40,0,12,1000,0,1,0,0,0,0
174643213001,1746432130,NA,NA,NA,NA,2100,NA,20,0,13,0,0,1,0,0,0,0
174643225001,1746432250,NA,NA,NA,NA,0,NA,300,0,200,13000,0,1,0,0,0,0
174643233001,1746432330,NA,NA,NA,NA,0,NA,90,0,0,100,0,1,0,0,0,0
174643201001,1746432010,NA,NA,NA,NA,3600,NA,11,0,0,0,0,1,0,0,0,0
174643234001,1746432340,NA,NA,NA,NA,0,NA,300,0,150,6800,0,1,0,0,0,0
174643204001,1746432040,NA,NA,NA,NA,0,NA,100,0,0,NA,0,1,0,0,0,0
174643216002,1746432160,NA,NA,NA,NA,0,NA,200,0,50,30,0,1,0,0,0,0
174643220001,1746432200,NA,NA,NA,NA,0,NA,0,0,0,8000,0,1,0,0,0,0
177402325001,1774023250,NA,NA,NA,NA,0,NA,0,0,0,3500,0,1,0,0,0,0
177402332002,1774023320,NA,NA,NA,NA,0,NA,100,0,0,0,0,1,0,0,0,0
177402306002,1774023060,NA,NA,NA,NA,0,NA,NA,0,NA,10000,0,1,0,0,0,0
177402321001,1774023210,NA,NA,NA,NA,0,NA,NA,0,0,3000,0,1,0,0,0,0
177402315001,1774023150,NA,NA,NA,NA,0,NA,NA,0,35,300,0,1,0,0,0,0
177402310001,1774023100,NA,NA,NA,NA,0,NA,200,0,0,130000,0,1,0,0,0,0
177402336002,1774023360,NA,NA,NA,NA,0,NA,100,0,100,10000,0,1,0,0,0,0
177402330002,1774023300,NA,NA,NA,NA,0,NA,50,0,40,0,0,1,0,0,0,0
177402335002,1774023350,NA,NA,NA,NA,0,NA,250,0,150,150,150,1,0,0,0,0
177402322002,1774023220,NA,NA,NA,NA,0,NA,100,140,20,3600,0,1,0,0,0,0
177402320002,1774023200,NA,NA,NA,NA,0,NA,100,0,70,1300,0,1,0,0,0,0
177402326001,1774023260,NA,NA,NA,NA,0,NA,300,0,210,18000,0,1,0,0,0,0
177402314001,1774023140,NA,NA,NA,NA,0,NA,150,0,35,2500,0,1,0,0,0,0
177402323002,1774023230,6,NA,NA,NA,0,NA,NA,0,0,NA,0,1,0,0,0,0
177402327001,1774023270,NA,NA,NA,NA,0,NA,100,0,60,600,0,1,0,0,0,0
177402318001,1774023180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
177402301002,1774023010,NA,NA,NA,NA,0,NA,180,50,30,0,0,1,0,0,0,0
177402319001,1774023190,NA,NA,NA,NA,0,NA,300,0,0,10000,0,1,0,0,0,0
177402309001,1774023090,NA,NA,NA,NA,0,NA,100,0,50,500,0,1,0,0,0,0
177402334001,1774023340,NA,NA,NA,NA,0,NA,5,80,180,13200,0,1,0,0,0,0
177402324001,1774023240,NA,NA,NA,NA,0,NA,30,0,30,5300,0,1,0,0,0,0
177402329002,1774023290,NA,NA,NA,NA,0,NA,30,0,100,0,0,1,0,0,0,0
177402313002,1774023130,NA,NA,NA,NA,0,NA,250,0,30,4000,0,1,1,0,0,0
177402308001,1774023080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
177402312002,1774023120,NA,NA,NA,NA,0,NA,300,0,30,600,0,1,0,0,0,0
177402311002,1774023110,NA,NA,NA,NA,800,NA,25,0,0,4500,0,1,0,0,0,0
177402304002,1774023040,NA,NA,NA,NA,0,NA,200,0,100,5000,300,1,0,0,0,0
177402316001,1774023160,NA,NA,NA,NA,0,NA,200,0,0,3000,0,1,0,0,0,0
177402302001,1774023020,1,NA,2000,NA,0,NA,40,0,0,0,0,1,0,0,0,0
177402333001,1774023330,NA,NA,NA,NA,0,NA,200,0,100,0,0,1,0,0,0,0
177402317001,1774023170,NA,NA,NA,NA,640,NA,100,0,100,70000,0,1,0,0,0,0
177402303001,1774023030,NA,NA,NA,NA,0,NA,70,0,0,2000,0,1,0,0,0,0
177402331002,1774023310,NA,NA,NA,NA,0,NA,200,20,120,500,0,1,0,0,0,0
177402307001,1774023070,NA,NA,NA,NA,0,NA,100,0,30,100,0,1,0,0,0,0
177402328002,1774023280,NA,NA,NA,NA,0,NA,250,0,200,4000,0,1,0,0,0,0
177402134001,1774021340,NA,NA,NA,NA,0,NA,NA,0,0,3000,0,1,0,0,0,0
177402123002,1774021230,NA,NA,NA,NA,0,NA,250,0,50,600,0,1,0,0,0,0
177402103001,1774021030,NA,NA,NA,NA,0,NA,100,0,0,200,0,1,0,0,0,0
177402130001,1774021300,NA,NA,NA,NA,0,NA,60,0,0,1000,0,1,0,0,0,0
177402122001,1774021220,NA,NA,NA,NA,0,NA,240,0,70,1000,0,1,0,0,0,0
177402120001,1774021200,NA,NA,NA,NA,0,NA,80,0,0,250,0,1,0,0,0,0
177402116001,1774021160,NA,NA,NA,NA,0,NA,150,0,0,600,0,1,1,0,0,0
177402113002,1774021130,1,NA,50000,NA,0,NA,500,0,300,1000,0,1,0,0,0,0
177402127002,1774021270,NA,NA,NA,NA,0,NA,15,0,12,400,0,1,0,0,0,0
177402126001,1774021260,NA,NA,NA,NA,1500,NA,50,8,17.5,300,0,1,0,0,0,0
177402110001,1774021100,NA,NA,NA,NA,0,NA,NA,0,0,300,1000,1,0,0,0,0
177402115001,1774021150,NA,NA,NA,NA,0,NA,90,0,55,720,0,1,0,0,0,0
177402125001,1774021250,1,NA,100000,NA,0,NA,300,0,NA,1500,0,1,0,0,0,0
177402131001,1774021310,NA,NA,NA,NA,0,NA,NA,150,30,500,0,1,0,0,0,0
177402111002,1774021110,NA,NA,NA,NA,0,NA,250,0,56,7000,0,1,0,0,0,0
177402133002,1774021330,NA,NA,NA,NA,0,NA,300,0,100,8500,0,1,0,0,0,0
177402105002,1774021050,NA,NA,NA,NA,NA,NA,NA,0,20,500,0,1,0,0,0,0
177402121002,1774021210,NA,NA,NA,NA,0,NA,300,0,0,10000,0,1,0,0,0,0
177402136001,1774021360,NA,NA,NA,NA,0,NA,50,50,40,600,700,1,0,0,0,0
177402114001,1774021140,NA,NA,NA,NA,0,NA,500,0,135,500,0,1,0,0,0,0
177402139001,1774021390,NA,NA,NA,NA,0,NA,60,200,200,0,0,1,0,0,0,0
177402118001,1774021180,NA,NA,NA,NA,0,NA,65,0,45,450,0,1,0,0,0,0
177402107001,1774021070,NA,NA,NA,NA,0,NA,35,0,50,200,0,1,0,0,0,0
177402108001,1774021080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
177402124002,1774021240,NA,NA,NA,NA,0,NA,100,0,70,160,0,1,0,0,0,0
177402104001,1774021040,NA,NA,NA,NA,0,NA,50,0,0,0,0,1,0,0,0,0
177402135002,1774021350,NA,NA,NA,NA,3600,NA,100,0,0,3000,0,1,0,0,0,0
177402117001,1774021170,NA,NA,NA,NA,0,NA,200,0,200,360,0,1,0,0,0,0
177402106001,1774021060,NA,NA,NA,NA,0,NA,NA,0,25,0,0,1,0,0,0,0
177402119001,1774021190,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0
177402112001,1774021120,NA,NA,NA,NA,0,NA,30,15,0,0,0,1,0,0,0,0
177402128001,1774021280,NA,NA,NA,NA,2800,NA,35,0,0,0,0,1,1,0,0,0
177402102001,1774021020,NA,NA,NA,NA,0,NA,NA,0,0,3000,0,1,0,0,0,0
177402109002,1774021090,NA,NA,NA,NA,0,NA,300,0,60,70000,0,1,0,0,0,0
177402138001,1774021380,NA,NA,NA,NA,0,NA,50,0,0,0,0,1,0,0,0,0
177402137001,1774021370,NA,NA,NA,NA,0,NA,100,0,35,0,0,1,0,0,0,0
177402129002,1774021290,NA,NA,NA,NA,0,NA,200,0,0,2000,0,1,0,0,0,0
177402101001,1774021010,NA,NA,NA,NA,0,NA,100,0,100,300,0,1,0,0,0,0
177402227002,1774022270,NA,NA,NA,NA,0,NA,200,0,0,2000,0,1,0,0,0,0
177402213001,1774022130,NA,NA,NA,NA,0,NA,70,0,0,500,0,1,0,0,0,0
177402215001,1774022150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
177402217002,1774022170,NA,NA,NA,NA,0,NA,NA,150,0,0,0,1,0,0,0,0
177402204001,1774022040,NA,NA,NA,NA,0,NA,150,0,0,1000,0,1,0,0,0,0
177402204105,1774022041,NA,NA,NA,NA,0,NA,125,0,0,800,0,1,1,0,0,0
177402212001,1774022120,NA,NA,NA,NA,450,NA,100,0,0,21000,0,1,1,0,0,0
177402228002,1774022280,NA,NA,NA,NA,0,NA,15,0,21,4500,0,1,1,0,0,0
177402221002,1774022210,NA,NA,NA,NA,0,NA,20,0,0,3000,0,1,0,0,0,0
177402202002,1774022020,NA,NA,NA,NA,0,NA,200,45,0,10000,0,1,0,0,0,0
177402220002,1774022200,NA,NA,NA,NA,0,NA,50,0,0,0,0,1,0,0,0,0
177402216001,1774022160,NA,NA,NA,NA,0,NA,200,0,0,1500,0,1,0,0,0,0
177402218001,1774022180,1,NA,60000,NA,0,NA,400,0,70,1000,0,1,0,0,0,0
177402226001,1774022260,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1,0,0,0,0
177402224001,1774022240,NA,NA,NA,NA,0,NA,NA,0,9,0,0,1,0,0,0,0
177402210002,1774022100,NA,NA,NA,NA,0,NA,60,0,0,450,0,1,0,0,0,0
177402234002,1774022340,NA,NA,NA,NA,0,NA,100,0,100,550,0,1,0,0,0,0
177402229001,1774022290,NA,NA,NA,NA,0,NA,100,0,70,250,0,1,0,0,0,0
177402206001,1774022060,NA,NA,NA,NA,0,NA,45,0,0,100,0,1,0,0,0,0
177402214001,1774022140,1,1,10000,10000,0,NA,50,0,60,5000,0,1,0,0,0,0
177402237002,1774022370,NA,NA,NA,NA,0,NA,100,0,0,0,0,5,0,0,0,0
177402208001,1774022080,NA,NA,NA,NA,0,NA,175,0,30,2200,0,1,0,0,0,0
177402236001,1774022360,NA,NA,NA,NA,0,NA,100,0,0,1000,0,1,0,0,0,0
177402219001,1774022190,5,NA,100000,NA,0,NA,30,0,0,10000,0,1,0,0,0,0
177402209001,1774022090,NA,NA,NA,NA,0,NA,65,40,0,400,0,1,0,0,0,0
177402231002,1774022310,NA,NA,NA,NA,0,NA,30,50,0,1200,0,5,0,0,0,0
177402205001,1774022050,NA,NA,NA,NA,0,NA,50,0,40,10000,0,1,0,0,0,0
177402203002,1774022030,NA,NA,NA,NA,0,NA,80,0,0,2000,0,1,0,0,0,0
177402232001,1774022320,NA,NA,NA,NA,0,NA,100,30,50,3000,0,1,0,0,0,0
177402201002,1774022010,NA,NA,NA,NA,0,NA,NA,NA,30,0,0,1,1,0,0,0
177402222001,1774022220,1,NA,5000,NA,0,NA,NA,0,0,6800,0,1,0,0,0,0
177402235001,1774022350,NA,NA,NA,NA,0,NA,120,0,50,1000,0,1,0,0,0,0
177402225001,1774022250,NA,NA,NA,NA,0,NA,5,0,0,0,0,1,0,0,0,0
177402211001,1774022110,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0
104004323001,1040043230,NA,NA,NA,NA,0,NA,100,200,0,2000,5000,1,0,0,0,0
104004304001,1040043040,NA,NA,NA,NA,0,NA,650,0,400,5000,0,1,0,0,0,0
104004320001,1040043200,NA,NA,NA,NA,1600,NA,180,0,0,30000,0,1,0,0,0,0
104004306002,1040043060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0
104004302002,1040043020,NA,NA,NA,NA,0,NA,600,0,100,15000,0,1,0,0,0,0
104004309002,1040043090,NA,NA,NA,NA,0,NA,300,0,0,30000,0,1,0,0,0,0
104004319002,1040043190,NA,NA,NA,NA,0,NA,NA,0,0,0,0,1,0,0,0,0
104004316001,1040043160,NA,NA,NA,NA,0,NA,240,1000,0,1000,1000,1,0,0,0,0
104004303002,1040043030,NA,NA,NA,NA,0,NA,100,0,0,70000,0,1,0,0,0,0
104004321001,1040043210,NA,NA,NA,NA,0,NA,0,300,75,24000,10000,1,0,0,0,0
104004114002,1040041140,NA,NA,NA,NA,0,NA,NA,0,46,NA,NA,1,0,0,0,0
104004109001,1040041090,NA,NA,NA,NA,0,NA,200,140,0,0,0,1,0,0,0,0
104004126002,1040041260,NA,NA,NA,NA,0,NA,1000,0,250,8500,0,1,0,0,0,0
104004102002,1040041020,NA,NA,NA,NA,0,NA,1000,0,0,6000,2000,1,0,0,0,0
104004103002,1040041030,NA,NA,NA,NA,0,NA,600,0,50,0,0,1,0,0,0,0
104004125002,1040041250,6,NA,10000,NA,0,NA,400,0,0,2000,0,1,0,0,0,0
104004124002,1040041240,NA,NA,NA,NA,0,NA,300,0,100,0,0,1,0,0,0,0
104004118002,1040041180,NA,NA,NA,NA,0,NA,800,0,0,0,0,1,0,0,0,0
104004110002,1040041100,NA,NA,NA,NA,460,NA,150,0,0,1200,2860,1,0,0,0,0
104004113002,1040041130,NA,NA,NA,NA,0,NA,630,0,30,0,0,1,0,0,0,0
104004128002,1040041280,NA,NA,NA,NA,0,NA,200,0,0,2000,0,1,0,0,0,0
104004117002,1040041170,NA,NA,NA,NA,0,NA,200,0,0,80000,2000,1,0,0,0,0
104004203002,1040042030,NA,NA,NA,NA,0,NA,200,0,50,0,0,1,0,0,0,0
104004221002,1040042210,NA,NA,NA,NA,0,NA,400,0,250,8000,1000,1,0,0,0,0
104004212002,1040042120,1,NA,20000,NA,0,NA,200,800,400,2000,10000,1,0,0,0,0
104004216001,1040042160,NA,NA,NA,NA,0,NA,250,0,0,2000,0,1,0,0,0,0
104004224001,1040042240,NA,NA,NA,NA,0,NA,200,0,0,5000,4800,1,0,0,0,0
104004214001,1040042140,NA,NA,NA,NA,0,NA,70,0,0,20000,0,1,0,0,0,0
104004205002,1040042050,NA,NA,NA,NA,0,NA,200,500,0,0,0,1,0,0,0,0
104004215001,1040042150,NA,NA,NA,NA,0,NA,2000,2500,170,2000,0,1,0,0,0,0
104004207001,1040042070,NA,NA,NA,NA,0,NA,150,0,25,2000,0,1,0,0,0,0
104004211001,1040042110,NA,NA,NA,NA,0,NA,300,0,0,0,0,1,0,0,0,0
104004219002,1040042190,NA,NA,NA,NA,0,NA,NA,0,200,1000,0,1,0,0,0,0
104004202002,1040042020,NA,NA,NA,NA,0,NA,200,0,0,5000,0,1,0,0,0,0
105381207002,1053812070,NA,NA,NA,NA,1200,NA,20,0,20,5000,0,1,0,0,0,0
105381223001,1053812230,NA,NA,NA,NA,800,NA,50,0,0,750,0,1,0,0,0,0
105381232001,1053812320,NA,NA,NA,NA,0,2000,35,0,0,500,0,1,0,0,0,0
105381216002,1053812160,NA,NA,NA,NA,2880,NA,200,0,15,12000,0,1,0,0,0,0
105381213002,1053812130,NA,NA,NA,NA,0,NA,120,0,30,1000,0,1,0,0,0,0
105381215002,1053812150,NA,NA,NA,NA,0,NA,55,0,10,1000,0,1,0,0,0,0
